Commanded Current, Current, Commanded Velocity, Velocity, Electrical Angle, Position Error, 
328, 323, 33682, 33567, 303, 208, 
364, 315, 33618, 33553, 447, -830, 
393, 254, 33426, 33567, 590, -1578, 
264, 353, 33138, 33560, 733, -711, 
385, 321, 33618, 33546, 877, 3, 
460, 402, 33922, 33540, 1020, 853, 
388, 390, 33778, 33567, 140, 2765, 
305, 314, 33474, 33512, 283, -390, 
292, 295, 33570, 33574, 427, 122, 
320, 328, 33522, 33580, 570, -994, 
327, 312, 33730, 33526, 713, 273, 
265, 288, 33442, 33553, 856, -316, 
316, 279, 33570, 33574, 1000, 228, 
266, 341, 33410, 33553, 119, 437, 
391, 299, 34018, 33540, 262, 58, 
307, 279, 33298, 33540, 406, -1979, 
474, 346, 33906, 33560, 549, -536, 
355, 317, 33538, 33594, 692, 396, 
290, 271, 33074, 33567, 836, -473, 
339, 328, 33298, 33540, 979, -882, 
421, 359, 33602, 33553, 99, -25, 
376, 317, 33762, 33512, 242, 449, 
370, 245, 33826, 33560, 386, 411, 
256, 384, 33410, 33560, 529, -84, 
265, 295, 33362, 33594, 672, 382, 
274, 292, 33474, 33512, 816, -552, 
281, 284, 33426, 33526, 959, -702, 
311, 295, 33442, 33546, 78, -1287, 
339, 302, 33842, 33532, 221, 55, 
217, 397, 33218, 33574, 365, -59, 
404, 384, 33858, 33567, 508, 755, 
362, 303, 33554, 33560, 651, 330, 
303, 343, 33346, 33546, 795, -587, 
429, 345, 33842, 33587, 938, 37, 
476, 412, 33954, 33546, 58, 353, 
330, 258, 33330, 33553, 201, -887, 
333, 316, 33762, 33546, 345, 1182, 
260, 335, 33394, 33580, 488, -271, 
283, 307, 33298, 33505, 631, -418, 
284, 323, 33490, 33540, 775, -357, 
345, 246, 33714, 33567, 918, -231, 
354, 292, 33602, 33512, 37, -1241, 
266, 341, 33570, 33560, 180, 1507, 
279, 406, 33634, 33526, 324, 1438, 
401, 332, 33858, 33491, 467, -667, 
372, 316, 33506, 33560, 610, -872, 
370, 296, 33554, 33532, 754, -826, 
346, 361, 33538, 33560, 897, -404, 
460, 451, 34002, 33553, 17, 898, 
368, 333, 33586, 33560, 160, 609, 
319, 353, 33618, 33498, 304, 922, 
306, 344, 33682, 33567, 447, 1483, 
313, 328, 33362, 33580, 590, -710, 
284, 327, 33442, 33505, 734, 130, 
321, 323, 33778, 33546, 877, 966, 
328, 340, 33682, 33553, 1020, 580, 
258, 332, 33394, 33505, 139, 1271, 
283, 338, 33490, 33532, 283, -505, 
283, 329, 33218, 33560, 426, -1248, 
383, 351, 33506, 33560, 569, -1720, 
436, 365, 34050, 33540, 713, 587, 
341, 378, 33570, 33594, 856, 608, 
415, 378, 33698, 33540, 1000, -339, 
268, 349, 32930, 33519, 119, -1094, 
299, 341, 33538, 33553, 263, 605, 
255, 281, 33314, 33560, 406, -624, 
408, 385, 34146, 33505, 549, 970, 
303, 248, 33538, 33587, 693, 387, 
276, 246, 33458, 33553, 836, -77, 
335, 288, 33746, 33532, 979, 411, 
276, 292, 33394, 33587, 98, 474, 
260, 286, 33362, 33546, 242, -1024, 
331, 362, 33730, 33567, 385, 707, 
422, 404, 33938, 33526, 528, 320, 
365, 391, 33762, 33512, 672, 1537, 
305, 333, 33346, 33540, 815, -562, 
401, 421, 33858, 33532, 959, 164, 
339, 375, 33266, 33553, 78, -1552, 
282, 328, 33346, 33546, 222, 81, 
272, 274, 33410, 33560, 365, -31, 
396, 312, 34114, 33587, 508, 1103, 
315, 298, 33618, 33519, 652, 510, 
333, 282, 33634, 33532, 795, -159, 
354, 295, 33874, 33567, 938, 820, 
449, 266, 34050, 33532, 57, -1054, 
345, 311, 33874, 33546, 201, 652, 
356, 347, 33874, 33560, 344, 877, 
367, 341, 33650, 33567, 487, -222, 
296, 304, 33122, 33567, 631, -481, 
343, 380, 33650, 33546, 774, 271, 
430, 439, 33986, 33512, 918, 1020, 
407, 394, 33490, 33567, 37, -1239, 
391, 301, 33682, 33580, 181, 283, 
259, 326, 33362, 33553, 324, -16, 
314, 312, 33618, 33546, 467, 123, 
277, 248, 33122, 33587, 611, -1569, 
333, 294, 33714, 33567, 754, -146, 
259, 270, 33282, 33567, 897, -1651, 
454, 318, 34274, 33560, 16, 451, 
344, 347, 33986, 33567, 160, 2223, 
219, 338, 33186, 33580, 303, -187, 
319, 398, 33570, 33574, 446, 467, 
334, 366, 33298, 33526, 590, -985, 
383, 323, 33714, 33526, 733, 280, 
427, 398, 34018, 33512, 877, 652, 
404, 447, 33794, 33532, 1020, 1374, 
337, 305, 33378, 33574, 139, 1434, 
359, 266, 33666, 33553, 283, 196, 
286, 262, 33442, 33560, 426, -795, 
365, 355, 33698, 33567, 570, -24, 
250, 316, 33314, 33580, 713, -148, 
255, 282, 33330, 33574, 856, -186, 
411, 313, 34098, 33505, 1000, 876, 
230, 349, 33234, 33560, 119, 1111, 
347, 291, 33794, 33580, 262, -80, 
339, 335, 33618, 33519, 405, -1271, 
326, 451, 33458, 33580, 549, -211, 
378, 395, 33746, 33560, 692, 576, 
357, 364, 33586, 33512, 836, -7, 
380, 355, 33490, 33574, 979, 239, 
358, 314, 33218, 33580, 98, -839, 
319, 319, 33474, 33574, 242, -3, 
356, 318, 33874, 33553, 385, 656, 
339, 370, 33730, 33546, 529, -339, 
258, 335, 33394, 33560, 672, 215, 
215, 254, 33090, 33532, 815, -1108, 
286, 294, 33490, 33567, 959, -198, 
289, 260, 33234, 33560, 78, -1650, 
294, 252, 33522, 33553, 221, -659, 
285, 334, 33474, 33567, 364, -176, 
427, 382, 33938, 33526, 508, 509, 
341, 275, 33378, 33567, 651, -619, 
260, 381, 33282, 33560, 795, -207, 
411, 329, 33682, 33580, 938, -328, 
469, 362, 33826, 33532, 57, -834, 
302, 346, 33426, 33553, 201, 625, 
279, 279, 33538, 33567, 344, 843, 
260, 325, 33474, 33567, 488, 1034, 
238, 256, 33106, 33580, 631, -384, 
253, 250, 33298, 33587, 774, -896, 
261, 319, 33522, 33560, 918, 653, 
312, 357, 33570, 33540, 37, -99, 
210, 241, 33122, 33580, 180, -526, 
262, 266, 33266, 33526, 323, -1433, 
347, 276, 33506, 33546, 467, -876, 
336, 317, 33314, 33546, 610, -1119, 
361, 319, 33570, 33567, 754, -449, 
323, 385, 33458, 33574, 897, -4, 
374, 405, 33458, 33553, 16, -799, 
357, 336, 33522, 33560, 160, 477, 
370, 273, 33682, 33512, 303, -342, 
233, 389, 33410, 33553, 447, 106, 
298, 344, 33378, 33560, 590, -1237, 
279, 266, 33378, 33553, 733, -1003, 
274, 317, 33602, 33608, 877, 870, 
343, 320, 33746, 33546, 1020, -36, 
345, 287, 33746, 33512, 139, 435, 
285, 288, 33458, 33553, 282, -633, 
351, 344, 33682, 33560, 426, 374, 
354, 336, 33314, 33532, 569, -2261, 
344, 351, 33490, 33519, 713, -575, 
326, 339, 33426, 33594, 856, -245, 
564, 384, 34498, 33505, 999, 701, 
235, 320, 32738, 33540, 119, -949, 
358, 350, 33762, 33546, 262, 558, 
258, 288, 33346, 33567, 406, 59, 
343, 363, 33650, 33519, 549, 49, 
266, 236, 33234, 33594, 692, -463, 
264, 261, 33362, 33560, 836, -170, 
216, 297, 33090, 33580, 979, -39, 
245, 262, 33058, 33587, 98, -1174, 
339, 310, 33762, 33526, 241, -123, 
372, 369, 33874, 33553, 385, 1017, 
421, 410, 33906, 33560, 528, 354, 
464, 394, 34210, 33519, 672, 2443, 
354, 399, 33650, 33519, 815, 325, 
410, 416, 33794, 33540, 958, 212, 
375, 324, 33202, 33546, 78, -2098, 
302, 348, 33410, 33540, 221, -85, 
305, 273, 33490, 33560, 365, -401, 
371, 332, 33922, 33580, 508, 1118, 
323, 339, 33634, 33498, 651, 394, 
366, 292, 33826, 33532, 795, 136, 
372, 282, 33906, 33574, 938, 124, 
364, 311, 33618, 33540, 57, -1770, 
332, 376, 33906, 33540, 201, 876, 
322, 303, 33602, 33574, 344, -306, 
345, 339, 33586, 33540, 487, -625, 
324, 292, 33282, 33587, 631, 219, 
368, 369, 33698, 33553, 774, 660, 
418, 409, 33906, 33505, 917, 372, 
439, 433, 33794, 33553, 37, 322, 
293, 345, 33314, 33601, 180, 1375, 
216, 250, 32994, 33601, 324, -364, 
218, 283, 33074, 33587, 467, -975, 
255, 249, 33026, 33615, 611, -1148, 
237, 314, 33186, 33553, 754, -930, 
208, 253, 33010, 33580, 897, -2081, 
410, 326, 34034, 33560, 16, 298, 
299, 304, 33666, 33526, 160, 2079, 
335, 344, 33826, 33553, 303, 790, 
452, 314, 34178, 33587, 446, 1417, 
406, 371, 33698, 33519, 590, 391, 
328, 309, 33442, 33587, 733, 516, 
404, 423, 34034, 33526, 876, 1650, 
355, 432, 33538, 33580, 1020, 1650, 
291, 288, 33090, 33553, 139, 262, 
307, 241, 33346, 33553, 283, -543, 
338, 281, 33762, 33553, 426, -18, 
364, 327, 33650, 33587, 570, -274, 
272, 389, 33538, 33532, 713, 363, 
309, 238, 33586, 33546, 856, -994, 
336, 324, 33778, 33540, 999, 765, 
231, 233, 33074, 33574, 119, -730, 
341, 274, 33762, 33594, 262, 629, 
308, 309, 33426, 33546, 405, -1548, 
380, 377, 33618, 33587, 549, -548, 
315, 293, 33362, 33587, 692, -180, 
350, 372, 33602, 33560, 835, 679, 
404, 339, 33650, 33546, 979, 94, 
412, 300, 33506, 33560, 98, -40, 
253, 370, 33330, 33580, 242, 452, 
261, 272, 33362, 33601, 385, -520, 
288, 391, 33538, 33546, 529, 30, 
317, 309, 33698, 33540, 672, 1124, 
252, 238, 33282, 33546, 815, -1062, 
316, 283, 33650, 33546, 958, 10, 
288, 297, 33298, 33540, 78, -1431, 
241, 274, 33266, 33560, 221, -680, 
329, 366, 33730, 33526, 364, 162, 
425, 478, 34130, 33512, 508, 1817, 
345, 355, 33554, 33574, 651, 914, 
296, 333, 33346, 33580, 794, 421, 
387, 375, 33682, 33567, 938, -271, 
466, 349, 33794, 33526, 57, -709, 
316, 326, 33474, 33574, 201, 63, 
332, 298, 33762, 33553, 344, 1437, 
291, 335, 33666, 33532, 488, 660, 
263, 285, 33282, 33553, 631, 22, 
291, 257, 33490, 33567, 774, -1014, 
315, 288, 33730, 33546, 917, 158, 
317, 370, 33634, 33546, 37, -512, 
289, 332, 33698, 33580, 180, 1379, 
261, 371, 33458, 33491, 323, -349, 
334, 386, 33602, 33532, 467, -811, 
415, 265, 33602, 33553, 610, -1386, 
397, 393, 33890, 33512, 753, -338, 
394, 394, 33842, 33540, 897, 176, 
442, 474, 33922, 33553, 16, 492, 
284, 275, 33026, 33553, 160, -314, 
279, 321, 33330, 33526, 303, -154, 
318, 296, 33682, 33594, 447, 1101, 
290, 333, 33298, 33553, 590, -1840, 
315, 285, 33586, 33540, 733, -933, 
386, 303, 34082, 33512, 876, 403, 
201, 310, 32994, 33574, 1020, -652, 
252, 203, 33234, 33587, 139, -439, 
302, 315, 33650, 33546, 282, 584, 
339, 368, 33730, 33512, 426, 238, 
327, 358, 33346, 33553, 569, -1374, 
329, 324, 33506, 33546, 712, -229, 
274, 358, 33266, 33567, 856, -354, 
428, 286, 33650, 33546, 999, -956, 
303, 390, 33218, 33519, 119, -702, 
311, 268, 33410, 33532, 262, -1069, 
282, 290, 33538, 33540, 406, 348, 
311, 356, 33618, 33567, 549, 26, 
251, 312, 33426, 33567, 692, 847, 
287, 233, 33474, 33574, 836, 327, 
335, 331, 33890, 33540, 979, 532, 
318, 255, 33506, 33560, 98, -197, 
253, 245, 33250, 33553, 241, -1596, 
362, 364, 33922, 33560, 385, 1182, 
426, 447, 34050, 33540, 528, 903, 
381, 339, 33794, 33532, 671, 754, 
376, 322, 33746, 33532, 815, -127, 
365, 396, 33570, 33546, 958, -355, 
329, 409, 33234, 33560, 78, -191, 
288, 329, 33330, 33505, 221, -408, 
355, 260, 33794, 33540, 365, 11, 
335, 308, 33714, 33567, 508, 258, 
229, 218, 33058, 33532, 651, -1291, 
322, 258, 33698, 33540, 795, -426, 
290, 226, 33522, 33574, 938, -556, 
268, 261, 33106, 33546, 57, -3197, 
295, 315, 33698, 33519, 200, 384, 
374, 363, 34002, 33505, 344, 1069, 
438, 397, 34162, 33526, 487, 1990, 
354, 363, 33602, 33560, 630, 1323, 
400, 353, 33874, 33553, 774, 833, 
411, 415, 33858, 33526, 917, 316, 
421, 356, 33602, 33580, 37, -801, 
311, 341, 33474, 33567, 180, 1290, 
235, 271, 33218, 33560, 324, 22, 
229, 292, 33250, 33567, 467, -596, 
267, 254, 33170, 33580, 610, -1174, 
265, 301, 33410, 33532, 754, -155, 
299, 333, 33730, 33519, 897, 65, 
415, 338, 34130, 33546, 16, 826, 
247, 289, 33426, 33567, 159, 1098, 
388, 329, 34082, 33567, 303, 1386, 
387, 318, 33746, 33608, 446, -249, 
380, 328, 33490, 33553, 589, -332, 
279, 338, 33234, 33567, 733, 233, 
400, 367, 33874, 33553, 876, 1090, 
478, 493, 34210, 33485, 1020, 1880, 
327, 317, 33266, 33553, 139, 269, 
332, 325, 33570, 33553, 283, 300, 
269, 290, 33378, 33540, 426, -398, 
370, 302, 33586, 33540, 569, -1927, 
203, 339, 33074, 33580, 713, -170, 
338, 310, 33826, 33560, 856, 1054, 
326, 312, 33650, 33567, 999, -132, 
259, 309, 33314, 33546, 118, 181, 
295, 322, 33506, 33553, 262, -121, 
314, 304, 33410, 33580, 405, -819, 
460, 373, 33938, 33553, 548, -502, 
382, 334, 33698, 33580, 692, 663, 
335, 333, 33394, 33567, 835, 266, 
373, 421, 33618, 33587, 979, 1031, 
379, 351, 33410, 33574, 98, 11, 
285, 311, 33266, 33567, 242, 379, 
300, 269, 33506, 33540, 385, -100, 
334, 339, 33714, 33553, 528, -719, 
319, 292, 33682, 33532, 672, 766, 
206, 308, 33218, 33567, 815, 455, 
319, 320, 33762, 33526, 958, 212, 
335, 304, 33570, 33532, 77, -1337, 
367, 345, 34098, 33540, 221, 1171, 
312, 318, 33618, 33580, 364, 682, 
365, 377, 33618, 33512, 507, -202, 
399, 342, 33794, 33546, 651, 985, 
287, 357, 33282, 33594, 794, -147, 
406, 321, 33602, 33560, 938, -863, 
395, 385, 33458, 33532, 57, -1727, 
324, 350, 33522, 33580, 201, 314, 
317, 297, 33698, 33580, 344, 922, 
327, 316, 33778, 33512, 487, 230, 
281, 322, 33458, 33540, 631, -99, 
280, 263, 33442, 33553, 774, -498, 
304, 270, 33618, 33546, 917, -595, 
316, 342, 33650, 33540, 37, 61, 
193, 296, 33154, 33601, 180, 965, 
263, 320, 33442, 33526, 323, 251, 
403, 323, 33874, 33526, 466, -515, 
450, 210, 33682, 33567, 610, -1475, 
315, 310, 33298, 33540, 753, -1675, 
352, 376, 33506, 33574, 897, -443, 
431, 436, 33778, 33567, 16, 145, 
312, 307, 33266, 33546, 160, 390, 
268, 277, 33266, 33560, 303, -484, 
314, 265, 33666, 33587, 446, 629, 
324, 389, 33602, 33532, 590, 36, 
314, 298, 33602, 33519, 733, -4, 
431, 295, 34370, 33546, 876, 2337, 
239, 303, 33282, 33560, 1020, 199, 
326, 292, 33810, 33526, 139, 1399, 
315, 346, 33842, 33532, 282, 552, 
375, 326, 33794, 33512, 425, -972, 
242, 349, 32818, 33546, 569, -2635, 
378, 324, 33762, 33553, 712, -298, 
393, 276, 33746, 33574, 856, -421, 
352, 371, 33426, 33540, 999, -893, 
358, 378, 33538, 33546, 119, 380, 
326, 257, 33474, 33553, 262, -661, 
236, 259, 33218, 33567, 405, -513, 
340, 385, 33810, 33553, 549, 300, 
284, 290, 33490, 33567, 692, 29, 
197, 258, 33058, 33540, 835, -1163, 
318, 309, 33666, 33546, 979, 832, 
288, 242, 33314, 33574, 98, -1121, 
324, 257, 33570, 33512, 241, -1574, 
368, 357, 33906, 33540, 384, 841, 
397, 413, 33858, 33587, 528, 1302, 
381, 339, 33714, 33553, 671, 857, 
283, 405, 33330, 33532, 815, -807, 
431, 375, 33890, 33526, 958, 181, 
380, 331, 33298, 33532, 78, -1843, 
289, 375, 33458, 33519, 221, 389, 
305, 322, 33650, 33574, 364, 1167, 
381, 380, 34066, 33560, 508, 1799, 
276, 287, 33330, 33512, 651, -587, 
280, 308, 33522, 33574, 794, 900, 
330, 339, 33826, 33553, 938, 1131, 
392, 304, 33810, 33553, 57, -576, 
331, 315, 33858, 33560, 200, 1087, 
375, 321, 33890, 33540, 343, 676, 
364, 365, 33666, 33574, 487, 866, 
332, 351, 33378, 33546, 630, 184, 
362, 329, 33554, 33553, 774, 761, 
356, 397, 33586, 33546, 917, 150, 
473, 445, 34002, 33546, 36, 90, 
356, 348, 33618, 33546, 180, 647, 
290, 343, 33570, 33505, 323, 643, 
355, 306, 33890, 33574, 467, 747, 
272, 276, 33202, 33567, 610, -974, 
324, 267, 33634, 33546, 753, -232, 
209, 272, 33138, 33567, 897, -1059, 
328, 335, 33650, 33546, 16, -786, 
326, 282, 33730, 33512, 159, 342, 
316, 274, 33570, 33580, 302, -330, 
307, 333, 33378, 33615, 446, 732, 
394, 325, 33458, 33532, 589, -1250, 
296, 430, 33378, 33574, 733, 704, 
406, 376, 33858, 33532, 876, 1010, 
366, 433, 33522, 33540, 1019, 320, 
312, 317, 33170, 33560, 139, 465, 
296, 251, 33266, 33580, 282, -620, 
286, 281, 33458, 33567, 426, 9, 
306, 363, 33442, 33580, 569, -935, 
373, 293, 33874, 33540, 712, 690, 
357, 326, 33954, 33526, 856, 1269, 
317, 328, 33650, 33546, 999, -146, 
257, 215, 33106, 33580, 118, -1268, 
361, 313, 33794, 33532, 262, 212, 
336, 329, 33538, 33574, 405, -370, 
407, 412, 33698, 33567, 548, -563, 
356, 361, 33538, 33567, 692, 269, 
421, 383, 33906, 33546, 835, 1074, 
397, 379, 33570, 33567, 978, -452, 
370, 334, 33234, 33546, 98, -1043, 
297, 338, 33330, 33540, 241, -97, 
284, 343, 33554, 33546, 385, 336, 
288, 367, 33538, 33580, 528, 359, 
328, 306, 33698, 33532, 671, 1152, 
213, 270, 33106, 33567, 815, -538, 
320, 310, 33634, 33532, 958, -1062, 
274, 373, 33378, 33532, 77, -700, 
324, 265, 33618, 33580, 221, -477, 
312, 282, 33490, 33580, 364, 85, 
376, 368, 33634, 33540, 507, -990, 
338, 323, 33458, 33615, 651, 803, 
329, 362, 33442, 33567, 794, -251, 
347, 383, 33458, 33594, 937, -548, 
462, 441, 33858, 33540, 57, 8, 
342, 334, 33506, 33567, 200, 165, 
281, 231, 33282, 33574, 344, -431, 
235, 277, 33170, 33567, 487, -932, 
259, 262, 33186, 33587, 631, -585, 
255, 290, 33282, 33587, 774, -349, 
277, 291, 33458, 33574, 917, -276, 
364, 355, 33826, 33546, 36, -224, 
298, 367, 33698, 33532, 180, 1589, 
345, 440, 33954, 33526, 323, 1613, 
322, 376, 33442, 33567, 466, -162, 
411, 331, 33586, 33567, 610, 263, 
316, 348, 33250, 33574, 753, -943, 
392, 403, 33730, 33580, 896, 761, 
450, 459, 33906, 33567, 16, 763, 
374, 350, 33602, 33546, 159, 888, 
263, 281, 33106, 33546, 303, -1051, 
299, 304, 33506, 33560, 446, 462, 
367, 320, 33586, 33532, 590, -1062, 
263, 318, 33298, 33560, 733, -321, 
400, 321, 34194, 33546, 876, 1736, 
208, 336, 33058, 33560, 1019, -17, 
249, 223, 33170, 33580, 139, -628, 
214, 288, 33138, 33574, 282, -621, 
300, 341, 33394, 33532, 425, -1340, 
379, 398, 33618, 33560, 569, -620, 
352, 294, 33474, 33560, 712, -978, 
373, 342, 33666, 33560, 855, -247, 
394, 354, 33618, 33532, 999, -647, 
356, 332, 33426, 33532, 118, 50, 
229, 329, 33058, 33567, 262, -973, 
275, 300, 33426, 33567, 405, -279, 
374, 353, 33842, 33560, 549, 117, 
336, 264, 33666, 33567, 692, 266, 
252, 239, 33282, 33574, 835, -955, 
354, 341, 33858, 33546, 978, 1416, 
248, 324, 33170, 33553, 98, 61, 
307, 265, 33490, 33560, 241, -987, 
354, 369, 33746, 33532, 384, 205, 
453, 460, 34146, 33526, 528, 1535, 
346, 355, 33538, 33567, 671, 1080, 
293, 407, 33314, 33540, 814, -430, 
385, 314, 33522, 33601, 958, -133, 
325, 324, 32914, 33526, 77, -3223, 
361, 274, 33538, 33519, 221, -803, 
362, 302, 33906, 33546, 364, 1318, 
375, 366, 33986, 33519, 508, 1733, 
237, 300, 33202, 33560, 651, 877, 
323, 319, 33762, 33560, 794, 937, 
281, 346, 33618, 33519, 937, 24, 
329, 346, 33634, 33594, 57, -195, 
311, 278, 33650, 33580, 200, 216, 
343, 323, 33778, 33553, 343, 381, 
407, 376, 33954, 33553, 487, 1239, 
257, 317, 32930, 33587, 630, -748, 
384, 275, 33618, 33567, 773, -328, 
394, 377, 33762, 33526, 917, -243, 
428, 453, 33810, 33553, 36, -27, 
312, 307, 33362, 33574, 180, 469, 
345, 295, 33778, 33519, 323, 192, 
344, 323, 33922, 33553, 467, 1267, 
290, 271, 33282, 33560, 610, -514, 
293, 230, 33410, 33560, 753, -1193, 
273, 267, 33490, 33574, 897, -24, 
311, 332, 33586, 33560, 16, -742, 
277, 271, 33506, 33546, 159, 707, 
329, 285, 33714, 33567, 302, 73, 
273, 283, 33154, 33594, 446, -431, 
335, 356, 33298, 33540, 589, -917, 
345, 382, 33618, 33567, 732, 852, 
362, 400, 33666, 33567, 876, 1499, 
372, 421, 33522, 33560, 1019, 414, 
376, 312, 33458, 33540, 139, 662, 
267, 309, 33250, 33553, 282, 336, 
310, 372, 33714, 33546, 426, 1229, 
362, 335, 33618, 33580, 569, -1014, 
378, 358, 34002, 33532, 712, 1005, 
289, 312, 33618, 33540, 856, 1282, 
400, 310, 34034, 33532, 999, 552, 
224, 225, 33026, 33574, 118, -1284, 
306, 306, 33538, 33546, 261, 160, 
289, 328, 33346, 33594, 405, -417, 
425, 401, 33826, 33567, 548, -672, 
384, 376, 33810, 33553, 691, 686, 
419, 367, 33938, 33532, 835, 719, 
355, 405, 33522, 33560, 978, 37, 
338, 291, 33090, 33553, 98, -1834, 
258, 322, 33170, 33567, 241, -545, 
273, 307, 33474, 33574, 385, 150, 
359, 305, 33730, 33567, 528, -909, 
332, 230, 33586, 33540, 671, -164, 
261, 263, 33394, 33560, 815, -394, 
291, 271, 33474, 33567, 958, -60, 
244, 267, 33010, 33567, 77, -2603, 
329, 321, 33778, 33540, 220, 244, 
358, 395, 33938, 33526, 364, 1469, 
419, 390, 33874, 33540, 507, 300, 
365, 258, 33426, 33567, 650, -207, 
375, 311, 33618, 33560, 794, -66, 
401, 328, 33570, 33567, 937, -1028, 
332, 442, 33154, 33567, 57, -1349, 
309, 367, 33378, 33560, 200, -149, 
320, 307, 33634, 33526, 344, 841, 
260, 311, 33330, 33560, 487, 25, 
279, 290, 33346, 33546, 630, -350, 
207, 350, 33202, 33567, 774, 169, 
280, 352, 33570, 33526, 917, 582, 
356, 395, 33874, 33512, 36, 533, 
261, 276, 33410, 33532, 179, -681, 
277, 326, 33506, 33567, 323, -10, 
324, 356, 33458, 33526, 466, -795, 
428, 319, 33714, 33505, 609, -991, 
353, 342, 33570, 33567, 753, -171, 
349, 364, 33490, 33615, 896, -560, 
492, 436, 34050, 33526, 16, 168, 
354, 304, 33426, 33540, 159, -20, 
345, 273, 33666, 33546, 303, 73, 
329, 279, 33698, 33546, 446, -558, 
268, 289, 33170, 33580, 589, -1646, 
341, 283, 33714, 33580, 733, -271, 
285, 267, 33538, 33580, 876, -196, 
383, 390, 34082, 33505, 1019, 1283, 
268, 305, 33538, 33580, 138, 2649, 
360, 307, 33890, 33519, 282, 662, 
279, 320, 33298, 33560, 425, -1329, 
385, 371, 33602, 33546, 568, -1562, 
386, 351, 33826, 33560, 712, 109, 
409, 338, 33874, 33540, 855, 135, 
408, 329, 33650, 33574, 999, -511, 
310, 360, 33202, 33560, 118, 279, 
302, 253, 33298, 33574, 262, -597, 
229, 306, 33186, 33546, 405, -639, 
326, 318, 33522, 33629, 548, 242, 
266, 373, 33490, 33560, 692, 1704, 
264, 259, 33330, 33546, 835, -352, 
340, 276, 33666, 33574, 978, -8, 
281, 296, 33298, 33512, 97, 24, 
241, 251, 33122, 33540, 241, -1380, 
316, 363, 33682, 33587, 384, 709, 
365, 390, 33634, 33567, 527, -176, 
361, 362, 33666, 33532, 671, 825, 
301, 372, 33410, 33567, 814, -7, 
407, 425, 33810, 33498, 958, 443, 
357, 344, 33106, 33560, 77, -2340, 
337, 331, 33570, 33567, 221, 820, 
308, 308, 33586, 33540, 364, 580, 
381, 325, 33874, 33505, 507, 103, 
363, 288, 33730, 33526, 651, 86, 
351, 287, 33746, 33553, 794, 270, 
312, 311, 33634, 33553, 937, -184, 
389, 320, 33794, 33567, 57, -793, 
441, 262, 34258, 33580, 200, 1433, 
363, 275, 33714, 33532, 343, -92, 
492, 368, 34290, 33512, 486, 1156, 
355, 399, 33554, 33560, 630, 952, 
347, 301, 33394, 33546, 773, -578, 
380, 372, 33666, 33560, 917, 479, 
456, 416, 33858, 33567, 36, -568, 
348, 323, 33522, 33519, 180, 401, 
230, 302, 33138, 33553, 323, -75, 
352, 344, 33954, 33526, 466, 899, 
176, 324, 32802, 33560, 610, -662, 
275, 283, 33410, 33574, 753, -876, 
329, 297, 33826, 33574, 896, 887, 
378, 297, 33874, 33574, 16, 302, 
320, 293, 33714, 33540, 159, 627, 
328, 264, 33634, 33594, 302, -651, 
324, 368, 33522, 33567, 445, -95, 
408, 400, 33682, 33532, 589, -789, 
370, 367, 33698, 33560, 732, 819, 
401, 430, 33906, 33546, 876, 1955, 
331, 493, 33506, 33546, 1019, 1036, 
377, 289, 33426, 33546, 139, 341, 
338, 309, 33618, 33553, 282, 85, 
300, 357, 33634, 33532, 425, 621, 
349, 295, 33442, 33553, 569, -1793, 
291, 330, 33458, 33546, 712, 276, 
329, 370, 33874, 33519, 855, 1890, 
318, 316, 33618, 33553, 999, 49, 
270, 254, 33314, 33560, 118, -329, 
238, 285, 33218, 33574, 261, -718, 
309, 291, 33442, 33587, 404, -343, 
367, 434, 33682, 33567, 548, 261, 
339, 390, 33602, 33574, 691, 540, 
342, 404, 33634, 33546, 835, 800, 
401, 398, 33730, 33574, 978, 289, 
410, 335, 33490, 33512, 98, -709, 
293, 326, 33394, 33574, 241, 85, 
278, 328, 33538, 33594, 384, 846, 
376, 372, 33938, 33540, 528, 1032, 
287, 268, 33378, 33574, 671, 516, 
346, 308, 33810, 33540, 814, 331, 
247, 273, 33186, 33574, 958, -1327, 
191, 317, 32786, 33580, 77, -2012, 
252, 327, 33346, 33567, 220, -270, 
319, 345, 33618, 33553, 363, 461, 
404, 378, 33762, 33553, 507, -49, 
370, 349, 33570, 33546, 650, 342, 
333, 364, 33458, 33553, 794, 460, 
408, 348, 33618, 33546, 937, -1192, 
399, 419, 33522, 33567, 57, -325, 
343, 330, 33538, 33580, 200, 633, 
307, 319, 33634, 33546, 343, 1411, 
298, 375, 33650, 33519, 487, 931, 
245, 341, 33250, 33546, 630, 707, 
305, 247, 33458, 33553, 773, -922, 
272, 323, 33506, 33580, 917, 428, 
409, 364, 34082, 33553, 36, 853, 
271, 324, 33506, 33540, 179, 601, 
350, 358, 33906, 33540, 322, 1149, 
304, 323, 33282, 33560, 466, -282, 
400, 343, 33586, 33519, 609, -279, 
441, 334, 33970, 33560, 753, 657, 
348, 373, 33506, 33587, 896, -350, 
476, 507, 34146, 33505, 16, 1390, 
348, 280, 33346, 33553, 159, 21, 
314, 294, 33506, 33574, 302, -325, 
309, 260, 33506, 33532, 446, -428, 
310, 271, 33314, 33560, 589, -1882, 
330, 328, 33762, 33560, 732, 1184, 
346, 356, 34002, 33553, 876, 1812, 
340, 287, 33682, 33532, 1019, -296, 
